Address,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"201 MOUNTAIN DR CARNEGIE PA 15106",40.412128,-80.097443,1,rooftop,201,"Mountain Dr",,,Carnegie,PA,"Allegheny County",15106,US,Allegheny
"2883 HIGHRIDGE DR PITTSBURGH PA 15226",40.386181,-80.019413,1,rooftop,2883,"Highridge Dr",,,Pittsburgh,PA,"Allegheny County",15226,US,Allegheny
"709 PINETREE RD PITTSBURGH PA 15243",40.391273,-80.065087,1,rooftop,709,"Pinetree Rd",,,Pittsburgh,PA,"Allegheny County",15243,US,Allegheny
"1500 COCHRAN RD UNIT 606 PITTSBURGH PA 15243",40.391527,-80.057178,1,rooftop,1500,"Cochran Rd",Apt,606,Pittsburgh,PA,"Allegheny County",15243,US,Allegheny
"1569 -1573 MCFARLAND RD PITTSBURGH PA 15216",40.400091,-80.046176,0.33,place,,,,,Pittsburgh,PA,"Allegheny County",15216,US,"TIGER/Line® dataset from the US Census Bureau"
"441 MORRISON DR PITTSBURGH PA 15216",40.390484,-80.056808,1,rooftop,441,"Morrison Dr",,,Pittsburgh,PA,"Allegheny County",15216,US,Allegheny
"215 ZERO ST CARNEGIE PA 15106",40.39432,-80.08873,1,rooftop,215,"Zero St",,,Carnegie,PA,"Allegheny County",15106,US,Allegheny
"522 GARFIELD AVE CARNEGIE PA 15106",40.391476,-80.093671,1,rooftop,522,"Garfield Ave",,,Carnegie,PA,"Allegheny County",15106,US,Allegheny
"537 MADISON AVE CARNEGIE PA 15106",40.390151,-80.09414,1,rooftop,537,"Madison Ave",,,Carnegie,PA,"Allegheny County",15106,US,Allegheny
"2204 PARKLYN ST PITTSBURGH PA 15234",40.386811,-80.004893,1,rooftop,2204,"Parklyn St",,,Pittsburgh,PA,"Allegheny County",15234,US,Allegheny
"1505 MCFARLAND RD PITTSBURGH PA 15216",40.391397,-80.044703,1,rooftop,1505,"McFarland Rd",,,Pittsburgh,PA,"Allegheny County",15216,US,Allegheny
"1723 ELLSWORTH AVE CARNEGIE PA 15106",40.391376,-80.09075,1,rooftop,1723,"Ellsworth Ave",,,Carnegie,PA,"Allegheny County",15106,US,Allegheny
"1354 TENNESSEE AVE PITTSBURGH PA 15216",40.39453,-80.034061,1,range_interpolation,1354,"Tennessee Ave",,,Pittsburgh,PA,"Allegheny County",15216,US,"TIGER/Line® dataset from the US Census Bureau"
"3089 TEXAS AVE PITTSBURGH PA 15216",40.390703,-80.037904,1,rooftop,3089,"Texas Ave",,,Pittsburgh,PA,"Allegheny County",15216,US,Allegheny
"1213 WISCONSIN AVE PITTSBURGH PA 15216",40.391474,-80.033921,1,rooftop,1213,"Wisconsin Ave",,,Pittsburgh,PA,"Allegheny County",15216,US,Allegheny
"2000 WASHINGTON ST CARNEGIE PA 15106",40.388442,-80.089828,1,rooftop,2000,"Washington St",,,Carnegie,PA,"Allegheny County",15106,US,Allegheny
"1255 WISCONSIN AVE PITTSBURGH PA 15216",40.392336,-80.034821,1,rooftop,1255,"Wisconsin Ave",,,Pittsburgh,PA,"Allegheny County",15216,US,Allegheny
"1248 HILLSDALE AVE PITTSBURGH PA 15216",40.392096,-80.035341,1,rooftop,1248,"Hillsdale Ave",,,Pittsburgh,PA,"Allegheny County",15216,US,Allegheny
"1214 OKLAHOMA AVE PITTSBURGH PA 15216",40.390581,-80.036515,1,rooftop,1214,"Oklahoma Ave",,,Pittsburgh,PA,"Allegheny County",15216,US,Allegheny
"513 MARY ST PITTSBURGH PA 15209",40.484012,-79.974466,1,rooftop,513,"Mary St",,,Pittsburgh,PA,"Allegheny County",15209,US,Allegheny
"208 TRIMBLE ST CARNEGIE PA 15106",40.405604,-80.084431,1,rooftop,208,"Trimble St",,,Carnegie,PA,"Allegheny County",15106,US,Allegheny
"205 ALDEN RD CARNEGIE PA 15106",40.42195,-80.090446,1,rooftop,205,"Alden Rd",,,Carnegie,PA,"Allegheny County",15106,US,Allegheny
"45 SOLLINGER LN PITTSBURGH PA 15209",40.491528,-79.963329,1,rooftop,45,"Sollinger Ln",,,Pittsburgh,PA,"Allegheny County",15209,US,Allegheny
"104 KOEHLER ST PITTSBURGH PA 15223",40.491766,-79.957329,1,rooftop,104,"Koehler St",,,Etna,PA,"Allegheny County",15223,US,Allegheny
"628 RAY DR CARNEGIE PA 15106",40.417262,-80.093232,1,rooftop,628,"Ray Dr",,,Carnegie,PA,"Allegheny County",15106,US,Allegheny
"106 BOOKBINDER CIR PITTSBURGH PA 15212",40.487798,-80.028915,1,rooftop,106,"Bookbinder Cir",,,Pittsburgh,PA,"Allegheny County",15212,US,Allegheny
"506 JUSTUS AVE CARNEGIE PA 15106",40.414196,-80.086673,1,rooftop,506,"Justus Ave",,,Carnegie,PA,"Allegheny County",15106,US,Allegheny
"3839 PERRYSVILLE AVE PITTSBURGH PA 15214",40.488146,-80.017002,1,rooftop,3839,"Perrysville Ave",,,Pittsburgh,PA,"Allegheny County",15214,US,Allegheny
"632 WOODS RUN AVE PITTSBURGH PA 15212",40.484582,-80.025467,1,rooftop,632,"Woods Run Ave",,,Pittsburgh,PA,"Allegheny County",15212,US,Allegheny
"313 SQUIRE CIR PITTSBURGH PA 15212",40.486309,-80.028474,1,rooftop,313,"Squire Cir",,,Pittsburgh,PA,"Allegheny County",15212,US,Allegheny
"641 WOODCREST DR PITTSBURGH PA 15205",40.43122,-80.093885,1,rooftop,641,"Woodcrest Dr",,,Pittsburgh,PA,"Allegheny County",15205,US,Allegheny
"655 WOODCREST DR PITTSBURGH PA 15205",40.43076,-80.094102,1,rooftop,655,"Woodcrest Dr",,,Pittsburgh,PA,"Allegheny County",15205,US,Allegheny
"728 WINDVUE DR PITTSBURGH PA 15205",40.430767,-80.093635,1,rooftop,728,"Windvue Dr",,,Pittsburgh,PA,"Allegheny County",15205,US,Allegheny
"5407 CARNEGIE ST PITTSBURGH PA 15201",40.48254,-79.950401,1,rooftop,5407,"Carnegie St",,,Pittsburgh,PA,"Allegheny County",15201,US,Allegheny
"817 BENTON AVE PITTSBURGH PA 15212",40.490575,-80.035169,1,rooftop,817,"Benton Ave",,,Pittsburgh,PA,"Allegheny County",15212,US,Allegheny
"10 QUAIL HILL RD PITTSBURGH PA 15214",40.489334,-80.000943,1,rooftop,10,"Quail Hill Rd",,,Observatory,PA,"Allegheny County",15214,US,Allegheny
"193 BERNARDI DR PITTSBURGH PA 15214",40.489833,-80.001428,1,rooftop,193,"Bernardi Dr",,,Pittsburgh,PA,"Allegheny County",15214,US,Allegheny
"2064 MAZETTE PL PITTSBURGH PA 15205",40.446712,-80.083454,1,rooftop,2064,"Mazette Pl",,,Pittsburgh,PA,"Allegheny County",15205,US,Allegheny
"4460 STEUBENVILLE PIKE PITTSBURGH PA 15205",40.443711,-80.096544,1,rooftop,4460,"Steubenville Pike",,,Pittsburgh,PA,"Allegheny County",15205,US,Allegheny
"1008 OGLETHORPE AVE PITTSBURGH PA 15201",40.485349,-79.939577,1,rooftop,1008,"Oglethorpe Ave",,,Pittsburgh,PA,"Allegheny County",15201,US,Allegheny
"3626 PERRYSVILLE AVE PITTSBURGH PA 15214",40.485104,-80.015371,1,rooftop,3626,"Perrysville Ave",,,Pittsburgh,PA,"Allegheny County",15214,US,Allegheny
"1561 HAWTHORNE ST PITTSBURGH PA 15201",40.486501,-79.933388,1,rooftop,1561,"Hawthorne St",,,Pittsburgh,PA,"Allegheny County",15201,US,Allegheny
"154 MALLARD DR MC KEES ROCKS PA 15136",40.477623,-80.099405,1,rooftop,154,"Mallard Dr",,,"Mc Kees Rocks",PA,"Allegheny County",15136,US,Allegheny
"1835 VIRUTH ST PITTSBURGH PA 15212",40.485307,-80.038198,1,rooftop,1835,"Viruth St",,,Pittsburgh,PA,"Allegheny County",15212,US,Allegheny
"3615 MOUNT TROY RD PITTSBURGH PA 15212",40.49009,-79.992449,1,rooftop,3615,"Mt Troy Rd",,,Pittsburgh,PA,"Allegheny County",15212,US,Allegheny
"105 TARPON DR PITTSBURGH PA 15212",40.490172,-79.993175,1,rooftop,105,"Tarpon Dr",,,Pittsburgh,PA,"Allegheny County",15212,US,Allegheny
"133 STARLING DR MC KEES ROCKS PA 15136",40.476176,-80.098442,1,rooftop,133,"Starling Dr",,,"Mc Kees Rocks",PA,"Allegheny County",15136,US,Allegheny
"3553 FABER TER PITTSBURGH PA 15214",40.485578,-79.998178,0.6,rooftop,3553,"Faber Ter",,,Pittsburgh,PA,"Allegheny County",15214,US,Allegheny
"1156 GOE AVE PITTSBURGH PA 15212",40.485458,-80.032823,1,rooftop,1156,"Goe Ave",,,Pittsburgh,PA,"Allegheny County",15212,US,Allegheny
"3811 WILKSBORO AVE PITTSBURGH PA 15212",40.483809,-80.046921,1,rooftop,3811,"Wilksboro Ave",,,Pittsburgh,PA,"Allegheny County",15212,US,Allegheny
"922 OBRIEN ST PITTSBURGH PA 15209",40.490275,-79.973341,1,rooftop,922,"Obrien St",,,Pittsburgh,PA,"Allegheny County",15209,US,Allegheny
"728 DARLINGTON RD CARNEGIE PA 15106",40.40842,-80.097823,1,rooftop,728,"Darlington Rd",,,Carnegie,PA,"Allegheny County",15106,US,Allegheny
"204 SCENIC HILL DR CARNEGIE PA 15106",40.408543,-80.095301,1,rooftop,204,"Scenic Hill Dr",,,Carnegie,PA,"Allegheny County",15106,US,Allegheny
"33 CASTLEVIEW DR MC KEES ROCKS PA 15136",40.484935,-80.094662,1,rooftop,33,"Castleview Dr",,,"McKees Rocks",PA,"Allegheny County",15136,US,Allegheny
"83 CASTLEVIEW DR MC KEES ROCKS PA 15136",40.484191,-80.096475,1,rooftop,83,"Castleview Dr",,,"McKees Rocks",PA,"Allegheny County",15136,US,Allegheny
"197 WILLIAM ST MC KEES ROCKS PA 15136",40.485192,-80.086564,1,rooftop,197,"William St",,,"Mc Kees Rocks",PA,"Allegheny County",15136,US,Allegheny
"1904 MARMADUKE ST PITTSBURGH PA 15212",40.484011,-80.042848,1,rooftop,1904,"Marmaduke St",,,Pittsburgh,PA,"Allegheny County",15212,US,Allegheny
"23 LAWRENCE ST PITTSBURGH PA 15209",40.486711,-79.971586,1,rooftop,23,"Lawrence St",,,Pittsburgh,PA,"Allegheny County",15209,US,Allegheny
"337 7TH AVE CARNEGIE PA 15106",40.406687,-80.093889,1,rooftop,337,"7th Ave",,,Carnegie,PA,"Allegheny County",15106,US,Allegheny
"208 7TH AVE CARNEGIE PA 15106",40.408047,-80.093046,1,rooftop,208,"7th Ave",,,Carnegie,PA,"Allegheny County",15106,US,Allegheny
"209 SCENIC HILL DR CARNEGIE PA 15106",40.408527,-80.094884,1,rooftop,209,"Scenic Hill Dr",,,Carnegie,PA,"Allegheny County",15106,US,Allegheny
"131 EUCLID AVE MC KEES ROCKS PA 15136",40.486856,-80.084215,1,rooftop,131,"Euclid Ave",,,"Mc Kees Rocks",PA,"Allegheny County",15136,US,Allegheny
"329 SARAH ST MC KEES ROCKS PA 15136",40.48678,-80.0832,1,rooftop,329,"Sarah St",,,"Mc Kees Rocks",PA,"Allegheny County",15136,US,Allegheny
"26 WARBLER DR MC KEES ROCKS PA 15136",40.483007,-80.091424,1,rooftop,26,"Warbler Dr",,,"Mc Kees Rocks",PA,"Allegheny County",15136,US,Allegheny
"1013 WREN DR MC KEES ROCKS PA 15136",40.482106,-80.093638,1,rooftop,1013,"Wren Dr",,,"Mc Kees Rocks",PA,"Allegheny County",15136,US,Allegheny
"3709 ATKINS ST PITTSBURGH PA 15212",40.483737,-80.033819,1,rooftop,3709,"Atkins St",,,Pittsburgh,PA,"Allegheny County",15212,US,Allegheny
"684 LORIDGE DR PITTSBURGH PA 15209",40.48759,-79.968111,1,rooftop,684,"Loridge Dr",,,Pittsburgh,PA,"Allegheny County",15209,US,Allegheny
"519 HIGHLAND AVE CARNEGIE PA 15106",40.408063,-80.090897,1,rooftop,519,"Highland Ave",,,Carnegie,PA,"Allegheny County",15106,US,Allegheny
"107 6TH AVE CARNEGIE PA 15106",40.407911,-80.090988,1,rooftop,107,"6th Ave",,,Carnegie,PA,"Allegheny County",15106,US,Allegheny
"611 DOOLITTLE AVE CARNEGIE PA 15106",40.406256,-80.093924,1,rooftop,611,"Doolittle Ave",,,Carnegie,PA,"Allegheny County",15106,US,Allegheny
"320 6TH AVE CARNEGIE PA 15106",40.406467,-80.092949,1,rooftop,320,"6th Ave",,,Carnegie,PA,"Allegheny County",15106,US,Allegheny
"4045 PORTMAN AVE PITTSBURGH PA 15214",40.491338,-80.021721,1,rooftop,4045,"Portman Ave",,,Pittsburgh,PA,"Allegheny County",15214,US,Allegheny
"207 SIEGEL ST PITTSBURGH PA 15209",40.482099,-79.977258,1,rooftop,207,"Siegel St",,,Pittsburgh,PA,"Allegheny County",15209,US,Allegheny
"311 ELYSIAN ST PITTSBURGH PA 15206",40.451578,-79.913542,1,rooftop,311,"Elysian St",,,Pittsburgh,PA,"Allegheny County",15206,US,Allegheny
"6919 PENN AVE PITTSBURGH PA 15208",40.451616,-79.907316,1,rooftop,6919,"Penn Ave",,,Pittsburgh,PA,"Allegheny County",15208,US,Allegheny
"1310 FAIRSTEAD LN PITTSBURGH PA 15217",40.420887,-79.915021,1,rooftop,1310,"Fairstead Ln",,,Pittsburgh,PA,"Allegheny County",15217,US,Allegheny
"2007 WEST ST HOMESTEAD PA 15120",40.398559,-79.903489,1,rooftop,2007,"West St",,,Homestead,PA,"Allegheny County",15120,US,Allegheny
"7139 THOMAS BLVD PITTSBURGH PA 15208",40.451489,-79.900785,1,rooftop,7139,"Thomas Blvd",,,Pittsburgh,PA,"Allegheny County",15208,US,Allegheny
"426 HASTINGS ST PITTSBURGH PA 15206",40.449591,-79.914757,1,rooftop,426,"Hastings St",,,Pittsburgh,PA,"Allegheny County",15206,US,Allegheny
"3910 MAIN ST HOMESTEAD PA 15120",40.382655,-79.904897,1,rooftop,3910,"Main St",,,Homestead,PA,"Allegheny County",15120,US,Allegheny
"127 UNION ST HOMESTEAD PA 15120",40.383547,-79.907558,1,rooftop,127,"Union St",,,Homestead,PA,"Allegheny County",15120,US,Allegheny
"314 2ND ST PITTSBURGH PA 15215",40.490643,-79.90226,1,rooftop,314,"2nd St",,,Aspinwall,PA,"Allegheny County",15215,US,Allegheny
"1329 N SHERIDAN AVE PITTSBURGH PA 15206",40.476451,-79.915564,1,rooftop,1329,"N Sheridan Ave",,,Pittsburgh,PA,"Allegheny County",15206,US,Allegheny
"1224 WINTERTON ST PITTSBURGH PA 15206",40.47484,-79.912987,1,rooftop,1224,"Winterton St",,,Pittsburgh,PA,"Allegheny County",15206,US,Allegheny
"137 HOMESTEAD ST PITTSBURGH PA 15218",40.420182,-79.900337,1,rooftop,137,"Homestead St",,,Pittsburgh,PA,"Allegheny County",15218,US,Allegheny
"4002 MCWHINNEY ST HOMESTEAD PA 15120",40.383361,-79.903364,1,rooftop,4002,"McWhinney St",,,Homestead,PA,"Allegheny County",15120,US,Allegheny
"117 S LANG AVE PITTSBURGH PA 15208",40.449443,-79.903912,1,rooftop,117,"S Lang Ave",,,Pittsburgh,PA,"Allegheny County",15208,US,Allegheny
"0 BENEZET ST HOMESTEAD PA 15120",40.392619,-79.905171,0.33,place,,,,,Homestead,PA,"Allegheny County",15120,US,"TIGER/Line® dataset from the US Census Bureau"
"1019 SULLIVAN DR HOMESTEAD PA 15120",40.394565,-79.904124,1,rooftop,1019,"Sullivan Dr",,,Homestead,PA,"Allegheny County",15120,US,Allegheny
"1296 CASCADE DR HOMESTEAD PA 15120",40.393079,-79.914429,1,rooftop,1296,"Cascade Dr",,,Homestead,PA,"Allegheny County",15120,US,Allegheny
"210 W 8TH AVE HOMESTEAD PA 15120",40.404645,-79.913439,1,rooftop,210,"W 8th Ave",,,Homestead,PA,"Allegheny County",15120,US,Allegheny
"3406 DOGWOOD PL HOMESTEAD PA 15120",40.393903,-79.906323,1,rooftop,3406,"Dogwood Pl",,,Homestead,PA,"Allegheny County",15120,US,Allegheny
"120 E 9TH AVE HOMESTEAD PA 15120",40.405748,-79.910558,1,rooftop,120,"E 9th Ave",,,Homestead,PA,"Allegheny County",15120,US,Allegheny
"3661 PINEWOOD DR HOMESTEAD PA 15120",40.391494,-79.915497,1,rooftop,3661,"Pinewood Dr",,,Homestead,PA,"Allegheny County",15120,US,Allegheny
"310 E 13TH AVE HOMESTEAD PA 15120",40.404423,-79.905807,1,rooftop,310,"E 13th Ave",,,Homestead,PA,"Allegheny County",15120,US,Allegheny
"2638 MOUNT ROYAL RD PITTSBURGH PA 15217",40.427038,-79.914489,1,rooftop,2638,"Mt Royal Rd",,,Pittsburgh,PA,"Allegheny County",15217,US,Allegheny
"1306 GLENN ST HOMESTEAD PA 15120",40.403728,-79.906957,1,rooftop,1306,"Glenn St",,,Homestead,PA,"Allegheny County",15120,US,Allegheny
"209 E 15TH AVE HOMESTEAD PA 15120",40.402989,-79.905551,1,rooftop,209,"E 15th Ave",,,Homestead,PA,"Allegheny County",15120,US,Allegheny
"225 E 17TH AVE HOMESTEAD PA 15120",40.40223,-79.903182,1,rooftop,225,"E 17th Ave",,,Homestead,PA,"Allegheny County",15120,US,Allegheny
"1045 PARKVIEW BLVD PITTSBURGH PA 15217",40.423093,-79.911969,1,rooftop,1045,"Parkview Blvd",,,Pittsburgh,PA,"Allegheny County",15217,US,Allegheny
"6917 MANISTEE ST PITTSBURGH PA 15206",40.48676,-79.923179,1,rooftop,6917,"Manistee St",,,Pittsburgh,PA,"Allegheny County",15206,US,Allegheny
"750 WASHINGTON RD APT 901 PITTSBURGH PA 15228",40.379172,-80.046217,1,rooftop,750,"Washington Rd",Apt,901,Pittsburgh,PA,"Allegheny County",15228,US,Allegheny
"4914 BARBERRY ST PITTSBURGH PA 15207",40.376471,-79.915076,1,rooftop,4914,"Barberry St",,,Pittsburgh,PA,"Allegheny County",15207,US,Allegheny
"3121 VILLAWOOD AVE PITTSBURGH PA 15227",40.380737,-79.968932,1,rooftop,3121,"Villawood Ave",,,Pittsburgh,PA,"Allegheny County",15227,US,Allegheny
"3235 ELMA DR PITTSBURGH PA 15227",40.381979,-79.966673,1,rooftop,3235,"Elma Dr",,,Pittsburgh,PA,"Allegheny County",15227,US,Allegheny
"786 KILLARNEY DR PITTSBURGH PA 15234",40.377793,-80.01354,1,rooftop,786,"Killarney Dr",,,Pittsburgh,PA,"Allegheny County",15234,US,Allegheny
"442 ELY ST PITTSBURGH PA 15226",40.379515,-80.008427,1,rooftop,442,"Ely St",,,Pittsburgh,PA,"Allegheny County",15226,US,Allegheny
"121 W FRANCIS AVE PITTSBURGH PA 15227",40.378588,-79.977464,1,rooftop,121,"W Francis Ave",,,Pittsburgh,PA,"Allegheny County",15227,US,Allegheny
"5023 GLENHURST RD PITTSBURGH PA 15207",40.375364,-79.918475,1,rooftop,5023,"Glenhurst Rd",,,Pittsburgh,PA,"Allegheny County",15207,US,Allegheny
"29 TUSH DR PITTSBURGH PA 15236",40.383383,-79.946587,1,rooftop,29,"Tush Dr",,,Pittsburgh,PA,"Allegheny County",15236,US,Allegheny
"225 VALLEY PARK DR PITTSBURGH PA 15216",40.384473,-80.030134,1,rooftop,225,"Valley Park Dr",,,Pittsburgh,PA,"Allegheny County",15216,US,Allegheny
"675 FRUITHURST DR PITTSBURGH PA 15228",40.382894,-80.029478,1,rooftop,675,"Fruithurst Dr",,,Pittsburgh,PA,"Allegheny County",15228,US,Allegheny
"366 ATLANTA DR PITTSBURGH PA 15228",40.377885,-80.053874,1,rooftop,366,"Atlanta Dr",,,Pittsburgh,PA,"Allegheny County",15228,US,Allegheny
"124 SCENERIDGE AVE PITTSBURGH PA 15227",40.37548,-79.97904,1,rooftop,124,"Sceneridge Ave",,,Pittsburgh,PA,"Allegheny County",15227,US,Allegheny
"3224 KESTNER AVE PITTSBURGH PA 15227",40.377067,-79.978855,1,rooftop,3224,"Kestner Ave",,,Pittsburgh,PA,"Allegheny County",15227,US,Allegheny
"427 PEARCE RD PITTSBURGH PA 15234",40.382257,-80.018509,1,rooftop,427,"Pearce Rd",,,Pittsburgh,PA,"Allegheny County",15234,US,Allegheny
"409 PEARCE RD PITTSBURGH PA 15234",40.38248,-80.0201,1,rooftop,409,"Pearce Rd",,,Pittsburgh,PA,"Allegheny County",15234,US,Allegheny
"235 COCHRAN RD PITTSBURGH PA 15228",40.378843,-80.052175,1,rooftop,235,"Cochran Rd",,,Pittsburgh,PA,"Allegheny County",15228,US,Allegheny
"776 BALDWIN RD PITTSBURGH PA 15207",40.377992,-79.937956,1,rooftop,776,"Baldwin Rd",,,Pittsburgh,PA,"Allegheny County",15207,US,Allegheny
"720 GANGES WAY PITTSBURGH PA 15207",40.379188,-79.935905,1,rooftop,720,"Ganges Way",,,Pittsburgh,PA,"Allegheny County",15207,US,Allegheny
"3121 VERNON AVE PITTSBURGH PA 15227",40.384398,-79.965778,1,rooftop,3121,"Vernon Ave",,,Pittsburgh,PA,"Allegheny County",15227,US,Allegheny
"3302 VERNON AVE PITTSBURGH PA 15227",40.383368,-79.963206,1,rooftop,3302,"Vernon Ave",,,Pittsburgh,PA,"Allegheny County",15227,US,Allegheny
"761 FRUITHURST DR PITTSBURGH PA 15228",40.38015,-80.028115,1,rooftop,761,"Fruithurst Dr",,,Pittsburgh,PA,"Allegheny County",15228,US,Allegheny
"217 QUESTEND AVE PITTSBURGH PA 15228",40.378801,-80.035189,1,range_interpolation,217,"Questend Ave",,,Pittsburgh,PA,"Allegheny County",15228,US,"TIGER/Line® dataset from the US Census Bureau"
"3479 PLEASANTVUE DR PITTSBURGH PA 15227",40.382595,-79.950241,1,rooftop,3479,"Pleasantvue Dr",,,Pittsburgh,PA,"Allegheny County",15227,US,Allegheny
"206 E GARDEN RD PITTSBURGH PA 15227",40.377274,-79.973428,1,rooftop,206,"E Garden Rd",,,Pittsburgh,PA,"Allegheny County",15227,US,Allegheny
"208 E GARDEN RD PITTSBURGH PA 15227",40.377239,-79.97333,1,rooftop,208,"E Garden Rd",,,Pittsburgh,PA,"Allegheny County",15227,US,Allegheny
"3501 WALLACE DR PITTSBURGH PA 15227",40.380068,-79.960896,1,rooftop,3501,"Wallace Dr",,,Pittsburgh,PA,"Allegheny County",15227,US,Allegheny
"521 MAYTIDE ST PITTSBURGH PA 15227",40.383907,-79.989081,1,rooftop,521,"Maytide St",,,Pittsburgh,PA,"Allegheny County",15227,US,Allegheny
"308 JONQUIL PL PITTSBURGH PA 15228",40.378549,-80.032795,1,rooftop,308,"Jonquil Pl",,,Pittsburgh,PA,"Allegheny County",15228,US,Allegheny
"253 PENNSYLVANIA BLVD PITTSBURGH PA 15228",40.376475,-80.039652,1,rooftop,253,"Pennsylvania Blvd",,,Pittsburgh,PA,"Allegheny County",15228,US,Allegheny
"339 BIRCH AVE PITTSBURGH PA 15228",40.377212,-80.036186,1,rooftop,339,"Birch Ave",,,Pittsburgh,PA,"Allegheny County",15228,US,Allegheny
"845 FRUITHURST DR PITTSBURGH PA 15228",40.378127,-80.030879,1,rooftop,845,"Fruithurst Dr",,,Pittsburgh,PA,"Allegheny County",15228,US,Allegheny
"346 TAMPA AVE PITTSBURGH PA 15228",40.375446,-80.03533,1,rooftop,346,"Tampa Ave",,,Pittsburgh,PA,"Allegheny County",15228,US,Allegheny
"348 BIRCH AVE PITTSBURGH PA 15228",40.376958,-80.035684,1,rooftop,348,"Birch Ave",,,Pittsburgh,PA,"Allegheny County",15228,US,Allegheny
"491 OLD FARM RD PITTSBURGH PA 15228",40.379714,-80.023042,1,rooftop,491,"Old Farm Rd",,,Pittsburgh,PA,"Allegheny County",15228,US,Allegheny
"498 EDGERIDGE RD PITTSBURGH PA 15234",40.37871,-80.022325,1,rooftop,498,"Edgeridge Rd",,,Pittsburgh,PA,"Allegheny County",15234,US,Allegheny
"40 MERRITT AVE PITTSBURGH PA 15227",40.383788,-79.979536,1,rooftop,40,"Merritt Ave",,,Pittsburgh,PA,"Allegheny County",15227,US,Allegheny
"492 SERPENTINE DR PITTSBURGH PA 15243",40.381547,-80.053654,1,rooftop,492,"Serpentine Dr",,,Pittsburgh,PA,"Allegheny County",15243,US,Allegheny
"494 SERPENTINE DR PITTSBURGH PA 15243",40.381567,-80.053605,1,rooftop,494,"Serpentine Dr",,,Pittsburgh,PA,"Allegheny County",15243,US,Allegheny
"2804 CLERMONT AVE PITTSBURGH PA 15227",40.383802,-79.976641,1,rooftop,2804,"Clermont Ave",,,Pittsburgh,PA,"Allegheny County",15227,US,Allegheny
"803 SLEEPY HOLLOW RD PITTSBURGH PA 15234",40.375292,-80.021979,1,rooftop,803,"Sleepy Hollow Rd",,,Pittsburgh,PA,"Allegheny County",15234,US,Allegheny
"3393 ROSEWOOD DR PITTSBURGH PA 15234",40.375888,-80.021516,1,rooftop,3393,"Rosewood Dr",,,Pittsburgh,PA,"Allegheny County",15234,US,Allegheny
"234 CEDAR BLVD PITTSBURGH PA 15228",40.381145,-80.051053,1,rooftop,234,"Cedar Blvd",,,Pittsburgh,PA,"Allegheny County",15228,US,Allegheny
"263 ACADEMY AVE PITTSBURGH PA 15228",40.381267,-80.051974,1,rooftop,263,"Academy Ave",,,Pittsburgh,PA,"Allegheny County",15228,US,Allegheny
"445 AUSTIN AVE PITTSBURGH PA 15243",40.378097,-80.062025,1,rooftop,445,"Austin Ave",,,Pittsburgh,PA,"Allegheny County",15243,US,Allegheny
"9 TERRACEVIEW AVE PITTSBURGH PA 15243",40.378484,-80.062589,1,range_interpolation,9,"Terraceview Ave",,,Pittsburgh,PA,"Allegheny County",15243,US,"TIGER/Line® dataset from the US Census Bureau"
"2800 PYRAMID AVE PITTSBURGH PA 15227",40.384318,-79.975521,1,rooftop,2800,"Pyramid Ave",,,Pittsburgh,PA,"Allegheny County",15227,US,Allegheny
"2819 PYRAMID AVE PITTSBURGH PA 15227",40.38412,-79.974559,1,rooftop,2819,"Pyramid Ave",,,Pittsburgh,PA,"Allegheny County",15227,US,Allegheny
"2813 PYRAMID AVE PITTSBURGH PA 15227",40.384297,-79.974809,1,rooftop,2813,"Pyramid Ave",,,Pittsburgh,PA,"Allegheny County",15227,US,Allegheny
"706 NEWPORT DR PITTSBURGH PA 15234",40.376319,-80.017996,1,rooftop,706,"Newport Dr",,,Pittsburgh,PA,"Allegheny County",15234,US,Allegheny
"4015 FAIRFIELD AVE HOMESTEAD PA 15120",40.380443,-79.9039,1,rooftop,4015,"Fairfield Ave",,,Homestead,PA,"Allegheny County",15120,US,Allegheny
"3001 PYRAMID AVE PITTSBURGH PA 15227",40.38328,-79.973213,1,rooftop,3001,"Pyramid Ave",,,Pittsburgh,PA,"Allegheny County",15227,US,Allegheny
"2927 PYRAMID AVE PITTSBURGH PA 15227",40.383338,-79.973341,1,rooftop,2927,"Pyramid Ave",,,Pittsburgh,PA,"Allegheny County",15227,US,Allegheny
"2923 WILLETT RD PITTSBURGH PA 15227",40.384159,-79.969986,1,rooftop,2923,"Willett Rd",,,Pittsburgh,PA,"Allegheny County",15227,US,Allegheny
"520 WASHINGTON RD UNIT 503 PITTSBURGH PA 15228",40.383682,-80.04409,1,rooftop,520,"Washington Rd",Apt,503,Pittsburgh,PA,"Allegheny County",15228,US,Allegheny
"520 WASHINGTON RD UNIT 803 PITTSBURGH PA 15228",40.383682,-80.04409,1,rooftop,520,"Washington Rd",Apt,803,Pittsburgh,PA,"Allegheny County",15228,US,Allegheny
"62 CEDAR BLVD PITTSBURGH PA 15228",40.381841,-80.04707,1,rooftop,62,"Cedar Blvd",,,Pittsburgh,PA,"Allegheny County",15228,US,Allegheny
"4526 MAIN ST HOMESTEAD PA 15120",40.378709,-79.90825,1,rooftop,4526,"Main St",,,Homestead,PA,"Allegheny County",15120,US,Allegheny
